data,tendencia,confirmados
2020-04-13,1.0,1.0
2020-05-18,1.292854325840651,2.0
2020-06-04,1.6305617509252168,3.0
2020-06-05,2.019666038893034,2.0
2020-06-06,2.4686326966884224,3.0
2020-06-08,2.9863995577128337,2.0
2020-06-17,3.583493819634722,3.0
2020-06-19,4.271996021104878,2.0
2020-06-20,5.0657977543799255,3.0
2020-06-21,5.9811215607107755,5.0
2020-06-22,7.036560615327142,6.0
2020-06-26,8.253560308998754,8.0
2020-06-27,9.656651367510591,11.0
2020-06-28,11.274245871224402,12.0
2020-06-30,13.139094755704495,13.0
2020-07-01,15.28867220307686,15.0
2020-07-02,17.766371838735438,20.0
2020-07-03,20.54685511583724,23.0
2020-07-04,23.161567708090715,24.0
2020-07-05,26.030907632037152,26.0
2020-07-06,29.17935681970335,29.0
2020-07-07,32.63374925559697,32.0
2020-07-08,36.42338791003134,35.0
2020-07-10,40.58036750412029,37.0
2020-07-13,45.139840813650025,44.0
2020-07-14,50.14004886471962,50.0
2020-07-15,55.622817995484155,53.0
2020-07-17,61.633716502350566,67.0
2020-07-18,68.22249999313095,68.0
2020-07-19,75.44336151457553,nan
2020-07-20,83.35521861091563,nan
2020-07-21,92.02214487007326,nan
2020-07-22,101.51394314262359,nan
2020-07-23,111.90631620763716,nan
2020-07-24,123.28121919153062,nan
2020-07-25,135.72744190086405,nan
2020-07-26,149.34097576870576,nan
2020-07-27,164.22542577919745,nan
2020-07-28,180.49245620870306,nan
2020-07-29,198.26214847379188,nan
2020-07-30,217.66334239339312,nan
2020-07-31,238.83401062083976,nan
2020-08-01,261.92140092245705,nan
2020-08-02,287.082391018144,nan
2020-08-03,314.48328543632033,nan
2020-08-04,344.3001413853236,nan
2020-08-05,376.7180607028881,nan
2020-08-06,411.9314504180396,nan
2020-08-07,450.1427210013395,nan
2020-08-08,491.5618517512843,nan
2020-08-09,536.4050983761284,nan
2020-08-10,584.8936462830163,nan
2020-08-11,637.2516664920336,nan
2020-08-12,693.7040100014228,nan
2020-08-13,754.4739004455307,nan
2020-08-14,819.7793485732839,nan
2020-08-15,889.8302711137558,nan
2020-08-16,964.8239585257965,nan
2020-08-17,1044.9411686457865,nan
2020-08-18,1130.341316397387,nan
2020-08-19,1221.157414907939,nan
2020-08-20,1317.4912569113753,nan
2020-08-21,1419.4079463591747,nan
2020-08-22,1526.9311926354117,nan
2020-08-23,1640.0383599597253,nan
2020-08-24,1758.6564295868466,nan
2020-08-25,1882.6586156678654,nan
2020-08-26,2011.8616643374398,nan
2020-08-27,2146.0245809904973,nan
2020-08-28,2284.8484502639917,nan
2020-08-29,2427.977689030588,nan
2020-08-30,2575.0030204390414,nan
2020-08-31,2725.4656796023637,nan
2020-09-01,2878.8630848118155,nan
2020-09-02,3034.65588000064,nan
2020-09-03,3192.27620135179,nan
2020-09-04,3351.136459306235,nan
2020-09-05,3510.638804962862,nan
2020-09-06,3670.1848418027193,nan
2020-09-07,3829.1850773747756,nan
2020-09-08,3987.067869920328,nan
2020-09-09,4143.287727421357,nan
2020-09-10,4297.332529693378,nan
2020-09-11,4448.729440550938,nan
2020-09-12,4597.049723873612,nan
2020-09-13,4741.912181422095,nan
2020-09-14,4882.98509736243,nan
2020-09-15,5019.986993616543,nan
2020-09-16,5152.686379972864,nan
2020-09-17,5280.900404291575,nan
2020-09-18,5404.492542052412,nan
2020-09-19,5523.369801019282,nan
2020-09-20,5637.479413402041,nan
2020-09-21,5746.805137238635,nan
2020-09-22,5851.363357942909,nan
2020-09-23,5951.19922480232,nan
2020-09-24,6046.382778873955,nan
2020-09-25,6137.005204090653,nan
2020-09-26,6223.175324082704,nan
2020-09-27,6305.016322791056,nan
2020-09-28,6382.662719858694,nan
2020-09-29,6456.257657631417,nan
2020-09-30,6525.950521300852,nan
2020-10-01,6591.894716495897,nan
2020-10-02,6654.246019138629,nan
2020-10-03,6713.160771571052,nan
2020-10-04,6768.7946738591,nan
2020-10-05,6821.301592718199,nan
2020-10-06,6870.83267337813,nan
2020-10-07,6917.535599115378,nan
2020-10-08,6961.553997157765,nan
2020-10-09,7003.026993398476,nan
2020-10-10,7042.088876758615,nan
2020-10-11,7078.868856929017,nan
2020-10-12,7113.490981007014,nan
2020-10-13,7146.073951700197,nan
2020-10-14,7176.731222451703,nan
2020-10-15,7205.570938169359,nan
2020-10-16,7232.6960922817325,nan
2020-10-17,7258.204555854483,nan
2020-10-18,7282.189274329016,nan
2020-10-19,7304.738360565095,nan
2020-10-20,7325.935305943822,nan
2020-10-21,7345.859108569168,nan
2020-10-22,7364.584489053545,nan
2020-10-23,7382.182042364877,nan
2020-10-24,7398.718441533672,nan
2020-10-25,7414.256600343829,nan
2020-10-26,7428.8558981251945,nan
2020-10-27,7442.5722978445565,nan
2020-10-28,7455.458537315641,nan
2020-10-29,7467.564321938859,nan
2020-10-30,7478.936445165456,nan
2020-10-31,7489.618976956849,nan
2020-11-01,7499.65339991705,nan
2020-11-02,7509.078745025866,nan
2020-11-03,7517.931742908476,nan
2020-11-04,7526.246941289791,nan
2020-11-05,7534.056833325999,nan
2020-11-06,7541.391975969842,nan
2020-11-07,7548.281100475129,nan
2020-11-08,7554.751217383247,nan
2020-11-09,7560.827718345715,nan
2020-11-10,7566.534469789208,nan
2020-11-11,7571.893901081932,nan
2020-11-12,7576.927094778714,nan
2020-11-13,7581.653859093315,nan
2020-11-14,7586.092803684466,nan
2020-11-15,7590.261420979865,nan
2020-11-16,7594.176141309054,nan
2020-11-17,7597.852397073191,nan
2020-11-18,7601.304694198486,nan
