data,tendencia,confirmados
2020-05-13,1.0,1.0
2020-05-18,1.3711801565441786,2.0
2020-05-20,1.8216592868413537,3.0
2020-06-03,2.368171950401781,4.0
2020-06-04,3.031419431303478,3.0
2020-06-05,3.836201534896848,4.0
2020-06-06,4.812497615715277,5.0
2020-06-09,5.9970395152102665,6.0
2020-06-11,7.434245028709658,7.0
2020-06-17,9.17777090565606,9.0
2020-06-18,11.292720403800754,14.0
2020-06-19,13.752212118874642,17.0
2020-06-20,15.711633916835366,18.0
2020-06-21,17.841896035222174,19.0
2020-06-22,20.157728766593458,19.0
2020-06-23,22.675112204101993,22.0
2020-06-24,25.41138491962068,24.0
2020-06-28,28.385325033245053,25.0
2020-06-29,31.61730724478039,29.0
2020-06-30,35.12946991571272,34.0
2020-07-01,38.945714934794125,37.0
2020-07-03,43.09186232624957,39.0
2020-07-05,47.59591497021731,46.0
2020-07-08,52.48817797291795,49.0
2020-07-09,57.80131153244331,62.0
2020-07-10,63.57071163656137,66.0
2020-07-11,69.83447617717962,77.0
2020-07-13,76.63370065814544,78.0
2020-07-14,84.01280094408968,80.0
2020-07-15,92.01965516711817,82.0
2020-07-18,100.70563121329263,109.0
2020-07-20,110.12599719949333,111.0
2020-07-21,120.34012113263199,nan
2020-07-22,131.41167142726482,nan
2020-07-23,143.40885488481905,nan
2020-07-24,156.4046570077212,nan
2020-07-25,170.47703543444115,nan
2020-07-26,185.70909623314833,nan
2020-07-27,202.1893406631346,nan
2020-07-28,220.01171845648236,nan
2020-07-29,239.27586489211492,nan
2020-07-30,260.087151363831,nan
2020-07-31,282.5565630687494,nan
2020-08-01,306.8010289745931,nan
2020-08-02,332.9428115137667,nan
2020-08-03,361.10979395850427,nan
2020-08-04,391.43507380784564,nan
2020-08-05,424.05615585531785,nan
2020-08-06,459.1148690467156,nan
2020-08-07,496.75650960122357,nan
2020-08-08,537.1291157058638,nan
2020-08-09,580.3821658500726,nan
2020-08-10,626.6656786516459,nan
2020-08-11,676.1284722502959,nan
2020-08-12,728.9168565646467,nan
2020-08-13,785.1724802731678,nan
2020-08-14,845.0305911964663,nan
2020-08-15,908.6174677368349,nan
2020-08-16,976.0483914620163,nan
2020-08-17,1047.424530196678,nan
2020-08-18,1122.8306574405365,nan
2020-08-19,1202.3323781240204,nan
2020-08-20,1285.9731679295837,nan
2020-08-21,1373.7718351128747,nan
2020-08-22,1465.719863427757,nan
2020-08-23,1561.779225625935,nan
2020-08-24,1661.8801810792902,nan
2020-08-25,1765.9199244972701,nan
2020-08-26,1873.7613606228056,nan
2020-08-27,1985.2325073074999,nan
2020-08-28,2100.127016940426,nan
2020-08-29,2218.204431791494,nan
2020-08-30,2339.192348962735,nan
2020-08-31,2462.7883562561865,nan
2020-09-01,2588.6629221207972,nan
2020-09-02,2716.463506295925,nan
2020-09-03,2845.818078153244,nan
2020-09-04,2976.3403295267585,nan
2020-09-05,3107.634298140181,nan
2020-09-06,3239.299544800456,nan
2020-09-07,3370.9364774216288,nan
2020-09-08,3502.1512296261308,nan
2020-09-09,3632.5606706144545,nan
2020-09-10,3761.7967114617854,nan
2020-09-11,3889.510300691044,nan
2020-09-12,4015.3749265077977,nan
2020-09-13,4139.089334201299,nan
2020-09-14,4260.379752372733,nan
2020-09-15,4379.001437712565,nan
2020-09-16,4494.739506582516,nan
2020-09-17,4607.409238747316,nan
2020-09-18,4716.855878889621,nan
2020-09-19,4822.953923279219,nan
2020-09-20,4925.605936858215,nan
2020-09-21,5024.7411361823015,nan
2020-09-22,5120.313689504967,nan
2020-09-23,5212.300807625956,nan
2020-09-24,5300.700701311308,nan
2020-09-25,5385.530524913881,nan
2020-09-26,5466.824280705812,nan
2020-09-27,5544.630734859179,nan
2020-09-28,5619.011452014547,nan
2020-09-29,5690.038838407985,nan
2020-09-30,5757.794445165324,nan
2020-10-01,5822.367246153178,nan
2020-10-02,5883.8521256169015,nan
2020-10-03,5942.34850667581,nan
2020-10-04,5997.959099357002,nan
2020-10-05,6050.78880671951,nan
2020-10-06,6100.943743935184,nan
2020-10-07,6148.530390115442,nan
2020-10-08,6193.65486242519,nan
2020-10-09,6236.422293210156,nan
2020-10-10,6276.936286061113,nan
2020-10-11,6315.29850761121,nan
2020-10-12,6351.608285369966,nan
2020-10-13,6385.962369747098,nan
2020-10-14,6418.454653414881,nan
2020-10-15,6449.176057919513,nan
2020-10-16,6478.214354341471,nan
2020-10-17,6505.654138121068,nan
2020-10-18,6531.576725475287,nan
2020-10-19,6556.060191352732,nan
2020-10-20,6579.179329752606,nan
2020-10-21,6601.005724193664,nan
2020-10-22,6621.607752630262,nan
2020-10-23,6641.0507249939255,nan
2020-10-24,6659.396875227926,nan
2020-10-25,6676.705465470219,nan
2020-10-26,6693.032920659826,nan
2020-10-27,6708.432848754763,nan
2020-10-28,6722.956208704663,nan
2020-10-29,6736.651371499569,nan
2020-10-30,6749.564221302991,nan
2020-10-31,6761.738285795894,nan
2020-11-01,6773.214799304333,nan
2020-11-02,6784.032833714664,nan
2020-11-03,6794.229383012809,nan
2020-11-04,6803.839454067397,nan
2020-11-05,6812.8961756171375,nan
2020-11-06,6821.4308731145275,nan
2020-11-07,6829.473167294222,nan
2020-11-08,6837.051055633269,nan
2020-11-09,6844.190991311355,nan
2020-11-10,6850.917969496605,nan
2020-11-11,6857.255594729007,nan
2020-11-12,6863.2261543982795,nan
2020-11-13,6868.850691141305,nan
2020-11-14,6874.149067315958,nan
2020-11-15,6879.140028081643,nan
2020-11-16,6883.8412614498775,nan
