2020-03-23,1.0
2020-03-24,1.2146555924949751
2020-03-25,1.4497469011558073
2020-03-26,1.7071353638463398
2020-03-27,1.9892062287907208
2020-03-28,2.2977547435760655
2020-03-29,2.635761174318079
2020-03-30,3.0059944018320097
2020-03-31,3.4116427481613334
2020-04-01,3.85641487111352
2020-04-02,4.343606531561331
2020-04-03,4.876727941809914
2020-04-04,5.461125017136363
2020-04-05,6.101541831488957
2020-04-06,6.802445375885348
2020-04-07,7.570015278249464
2020-04-08,8.411532926804835
2020-04-09,9.33312731175846
2020-04-10,10.341591122101606
2020-04-11,11.447174474881564
2020-04-12,12.65861085579228
2020-04-13,13.984310250496836
2020-04-14,15.435979942057774
2020-04-15,17.026549039995167
2020-04-16,18.76796114993589
2020-04-17,20.67611364226485
2020-04-18,22.766243630058305
2020-04-19,25.05449019199
2020-04-20,27.562034419968008
2020-04-21,30.307822478022807
2020-04-22,33.314261356859284
2020-04-23,36.607627521427204
2020-04-24,40.21393541442883
2020-04-25,44.16475493150244
2020-04-26,48.49058427167378
2020-04-27,53.22950257561594
2020-04-28,58.42073511538169
2020-04-29,64.10235878026764
2020-04-30,70.3265893971087
2020-05-01,77.14084847240315
2020-05-02,84.60289498549092
2020-05-03,92.77543631503676
2020-05-04,100.90817880815466
2020-05-05,107.37466249542751
2020-05-06,114.02506205356931
2020-05-07,120.86465668875817
2020-05-08,127.8980309169713
2020-05-09,135.13132842171052
2020-05-10,142.57053540384484
2020-05-11,150.22146475962438
2020-05-12,158.08989379933172
2020-05-13,166.18167240917003
2020-05-14,174.5029693284083
2020-05-15,183.06063294887298
2020-05-16,191.86108070334168
2020-05-17,200.9113638325378
2020-05-18,210.2173418152026
2020-05-19,219.78752863635876
2020-05-20,229.628670950221
2020-05-21,239.74827455225198
2020-05-22,250.15429018722386
2020-05-23,260.85464531404523
2020-05-24,271.8575438924365
2020-05-25,283.17146638293013
2020-05-26,294.80506358114286
2020-05-27,306.7671437357893
2020-05-28,319.06686162562335
2020-05-29,331.7136255261072
2020-05-30,344.7170966770093
2020-05-31,358.08717212268607
2020-06-01,371.83396503250594
2020-06-02,385.96785942318036
2020-06-03,400.49948788795643
2020-06-04,415.439730531438
2020-06-05,430.7997826270744
2020-06-06,446.59134347871213
2020-06-07,462.82626032358667
2020-06-08,479.5166435431621
2020-06-09,496.6748840064388
2020-06-10,514.3135718122753
2020-06-11,532.4463271609239
2020-06-12,551.0863667494568
2020-06-13,570.2474917343345
2020-06-14,589.9438010008223
2020-06-15,610.1897167264634
2020-06-16,631.0002279927237
2020-06-17,652.3906351789003
2020-06-18,674.3765714855979
2020-06-19,696.9740646332916
2020-06-20,720.199549410545
2020-06-21,744.0698724462738
2020-06-22,768.6022727908012
2020-06-23,793.81444329879
2020-06-24,819.7245286722163
2020-06-25,846.3511337369779
2020-06-26,873.713335129938
2020-06-27,901.8306364812881
2020-06-28,930.7229133386694
2020-06-29,960.4105905084426
2020-06-30,990.9145815428013
2020-07-01,1022.2562942669006
2020-07-02,1054.45763932806
2020-07-03,1087.5410359733137
2020-07-04,1121.529421235021
2020-07-05,1156.4462614481313
2020-07-06,1192.3155590014005
2020-07-07,1229.1618607965565
2020-07-08,1267.0102664006881
2020-07-09,1305.8864276972733
2020-07-10,1345.81656509588
2020-07-11,1386.8274778039668
2020-07-12,1428.9465494544343
2020-07-13,1472.2017563462473
2020-07-14,1516.6219340666016
2020-07-15,1562.2355274168158
2020-07-16,1609.0728357247158
2020-07-17,1657.1641904532212
2020-07-18,1706.5405718013699
