data,r0
2020-06-28,2.639576614144998
2020-06-29,2.208193838143303
2020-06-30,1.8861810870000166
2020-07-01,2.0822150037174465
2020-07-02,1.9770279594004414
2020-07-03,0.9413166423280788
2020-07-04,0.9286789844371172
2020-07-05,0.8690355997703061
2020-07-06,0.7847881340003393
2020-07-07,0.9520381217171445
2020-07-08,0.7169666446447772
2020-07-09,0.8330769617902767
2020-07-10,0.7754291088100453
2020-07-11,0.7152508203310735
2020-07-12,0.9534645322792912
2020-07-13,1.0017654553299282
2020-07-14,0.9795545973673224
2020-07-15,0.9815112543508665
2020-07-16,0.9310696192780605
2020-07-17,1.120270324093805
2020-07-18,1.2284902880915147
2020-07-19,0.9940253150459212
2020-07-20,1.007991335912804
2020-07-21,2.3302220967996443
2020-07-22,4.201022045993376
2020-07-23,4.83261455974769
2020-07-24,4.18463926717126
2020-07-25,3.360089424176279
2020-07-26,2.676212065353824
2020-07-27,2.5478759445189025
2020-07-28,1.6782079617886914
2020-07-29,1.0713108580354327
2020-07-30,0.7110017462526194
2020-07-31,0.7385580960040642
2020-08-01,0.7356684472239254
2020-08-02,0.7737349247926142
2020-08-03,0.5526158122702356
2020-08-04,0.5421016557315708
2020-08-05,0.5208546993315741
2020-08-06,0.6380482474298097
2020-08-07,0.5978246358443428
2020-08-08,0.6155343836907838
2020-08-09,0.5973558958306124
2020-08-10,0.6844449595383532
2020-08-11,0.7186516087580234
2020-08-12,0.7516028983097576
2020-08-13,0.8062386800373298
2020-08-14,0.8071338316355836
2020-08-15,0.8535189548630836
2020-08-16,0.8965087343003664
2020-08-17,0.8484393526079426
2020-08-18,0.9421848407008784
2020-08-19,0.692847010511432
2020-08-20,0.5866199155122006
2020-08-21,0.6074526313909376
2020-08-22,0.6714861863440763
2020-08-23,0.6771965336285277
2020-08-24,1.3740887663554289
2020-08-25,1.5307101607058735
2020-08-26,1.5884860632216569
2020-08-27,1.7231138996099375
2020-08-28,1.6872044215859292
2020-08-29,1.5614587477671842
2020-08-30,1.4647103577643703
2020-08-31,0.7875835316861705
2020-09-01,0.5610908001209397
2020-09-02,0.6855269523272643
2020-09-03,0.5439757730412818
2020-09-04,0.6778900410932186
2020-09-05,0.7245775802844302
2020-09-06,0.8322625042046704
2020-09-07,0.9087013220169092
2020-09-08,0.8842330437983759
2020-09-09,0.7804087505922963
2020-09-10,0.8248964940197996
2020-09-11,0.6805579691176296
2020-09-12,1.814176221090407
