data,tendencia,confirmados
2020-04-19,1.0,1.0
2020-04-22,1.6528513593718652,2.0
2020-04-25,2.647618901021803,3.0
2020-04-28,4.164312024147584,7.0
2020-05-01,6.475745293265792,8.0
2020-05-02,9.999094599810688,11.0
2020-05-05,15.368218512018492,13.0
2020-05-07,22.883929861917355,14.0
2020-05-09,25.280724409153883,20.0
2020-05-12,27.738896812374712,22.0
2020-05-15,30.25997774825602,24.0
2020-05-16,32.84560938803318,29.0
2020-05-17,35.497432976429,31.0
2020-05-18,38.21707591773575,33.0
2020-05-19,41.00617223992187,35.0
2020-05-20,43.86641770422781,41.0
2020-05-21,46.799631140267785,44.0
2020-05-22,49.80756055192503,48.0
2020-05-23,52.892063312828924,49.0
2020-05-25,56.05500001378927,52.0
2020-05-26,59.298307168196395,57.0
2020-05-27,62.62392189341396,58.0
2020-05-28,66.03388297357634,67.0
2020-05-29,69.53023240243667,74.0
2020-05-30,73.11507114722143,83.0
2020-05-31,76.79055880133032,84.0
2020-06-01,80.55888035169615,85.0
2020-06-02,84.42226868997503,88.0
2020-06-03,88.38302433877796,92.0
2020-06-04,92.44350122695724,97.0
2020-06-05,96.60610595835468,103.0
2020-06-06,100.87327410892857,106.0
2020-06-07,105.24749187897106,107.0
2020-06-08,109.73130276208576,114.0
2020-06-09,114.32730002540418,120.0
2020-06-10,119.03812831185452,124.0
2020-06-11,123.8665093093982,128.0
2020-06-12,128.81521335013497,136.0
2020-06-14,133.887058173911,138.0
2020-06-15,139.08491507112703,140.0
2020-06-16,144.41170055976815,152.0
2020-06-17,149.8704515058672,154.0
2020-06-18,155.46420054321288,162.0
2020-06-19,161.1960603372042,173.0
2020-06-20,167.0691988268276,185.0
2020-06-21,173.08684387523354,185.0
2020-06-22,179.25230454588348,196.0
2020-06-23,185.5689380202847,202.0
2020-06-24,192.040159465722,206.0
2020-06-25,198.6694461623382,213.0
2020-06-26,205.46033844434862,219.0
2020-06-28,212.41644064125552,230.0
2020-06-29,219.54142201906237,231.0
2020-06-30,226.83901504687262,238.0
2020-07-01,234.3130062177913,241.0
2020-07-02,241.96725534219655,250.0
2020-07-03,249.80569061079115,257.0
2020-07-05,257.8323081070946,267.0
2020-07-07,266.0511726277834,268.0
2020-07-08,274.46641850303183,272.0
2020-07-09,283.0822504168522,269.0
2020-07-10,291.9029295744633,274.0
2020-07-11,300.93272829600403,283.0
2020-07-12,310.17600802970543,284.0
2020-07-13,319.63719660865087,286.0
2020-07-14,329.32078431400237,289.0
2020-07-15,339.23132451584047,nan
2020-07-16,349.3734331206384,nan
