data,r0
2020-07-30,2.4246721240148266
2020-07-31,1.5395914362377046
2020-08-01,1.2837164735774624
2020-08-02,1.188842354275259
2020-08-03,1.1300672788090727
2020-08-04,1.0971795242757805
2020-08-05,1.0414094379260619
2020-08-06,0.33567224430629067
2020-08-07,1.2443651324207243
2020-08-08,1.2817075674035614
2020-08-09,1.341466311583105
2020-08-10,1.5013396299978403
2020-08-11,1.8447347873292934
2020-08-12,1.8264534135342738
2020-08-13,1.808640937945929
2020-08-14,0.7346842885489571
2020-08-15,0.6862109353789742
2020-08-16,0.6511018953571002
2020-08-17,0.597301679880681
2020-08-18,1.13871046188523
2020-08-19,1.2085830849479713
2020-08-20,1.198235162402714
2020-08-21,1.9476238124209153
2020-08-22,1.9917324322439762
2020-08-23,1.9688130525351006
2020-08-24,1.8169961472892548
2020-08-25,0.8409267088486071
2020-08-26,0.7722818514314208
2020-08-27,0.7235466834983239
2020-08-28,0.5904858650490242
2020-08-29,0.6403601437839013
2020-08-30,0.6737959031993004
2020-08-31,0.7239967340879863
2020-09-01,0.9357650178134227
2020-09-02,1.0210226024442275
2020-09-03,1.279870439438989
2020-09-04,0.7474824589615626
2020-09-05,0.7131244873868329
2020-09-06,0.7277537050689876
2020-09-07,0.9521864919035047
2020-09-08,0.7880673892844601
2020-09-09,0.8424553974058945
2020-09-10,0.6582724283051533
2020-09-11,0.7063463082235707
2020-09-12,0.7632791572003538
2020-09-13,0.8324398047546
2020-09-14,0.6901246476032012
2020-09-15,0.7627220515830045
2020-09-16,1.546647042766625
2020-09-17,1.7352197244683625
2020-09-18,1.923894147422172
2020-09-19,2.0495547285307656
2020-09-20,2.071214341714946
2020-09-21,1.8281396481342578
2020-09-22,1.7430496630705103
2020-09-23,0.8366927490719385
2020-09-24,0.8052095885568343
2020-09-25,0.7959144726836438
2020-09-26,0.8250495826352449
2020-09-27,0.8935268138691217
2020-09-28,1.005863615978077
2020-09-29,1.3806443578874203
2020-09-30,1.6042498571997672
2020-10-01,1.8639134160570312
2020-10-02,3.494408361660199
2020-10-03,3.8009864368672983
2020-10-04,3.8873477365099918
2020-10-05,3.628562416030808
2020-10-06,2.8596181912305334
2020-10-07,2.4581857247752965
2020-10-08,2.1594142276572126
2020-10-09,1.0937916103990177
2020-10-10,1.0191840539120578
2020-10-11,0.9933548925304632
2020-10-12,1.013578546167871
2020-10-13,1.081880119849387
2020-10-14,1.1966480757915765
2020-10-15,1.3559355783257814
2020-10-16,1.55925933581009
2020-10-17,1.7768730920116953
2020-10-18,2.0171816953382575
2020-10-19,2.261671635750532
2020-10-20,2.484668862471314
2020-10-21,2.6825650849477585
2020-10-22,2.8380483617049497
2020-10-23,2.9660124776924444
2020-10-24,3.0674858276241004
2020-10-25,3.1292011648496776
2020-10-26,3.1755960765521256
2020-10-27,3.2074865811366373
2020-10-28,3.23793645275466
2020-10-29,3.251484255103204
2020-10-30,3.2649129483762067
2020-10-31,3.2647489353847403
2020-11-01,3.9125057530959317
