data,tendencia,confirmados
2020-03-29,1.0,1.0
2020-05-12,1.4892311519641748,8.0
2020-05-15,2.159148956678452,14.0
2020-05-18,3.0771665654468667,15.0
2020-05-21,4.336239968143665,23.0
2020-05-22,6.062162102992807,32.0
2020-05-23,8.426665557278127,63.0
2020-05-24,11.668337661308692,64.0
2020-05-25,16.112080372808492,73.0
2020-05-28,22.20266716636212,83.0
2020-05-29,30.550049414386073,98.0
2020-05-30,41.9885283391692,102.0
2020-05-31,57.661411051985056,110.0
2020-06-01,79.13280762218315,112.0
2020-06-02,108.53936540024345,132.0
2020-06-03,148.8010505726985,146.0
2020-06-04,203.89900843445244,160.0
2020-06-05,279.25244357861374,190.0
2020-06-07,382.2184028368689,197.0
2020-06-08,428.42049845056323,199.0
2020-06-10,456.6754922542426,214.0
2020-06-11,484.71867108653566,223.0
2020-06-12,512.5505927649057,235.0
2020-06-15,540.1718154128332,236.0
2020-06-16,567.5829369815877,238.0
2020-06-17,594.7845760282705,263.0
2020-06-19,621.7773266379929,264.0
2020-06-20,648.5617987511068,327.0
2020-06-21,675.1387041072742,332.0
2020-06-22,701.508713898909,337.0
2020-06-23,727.6724867001022,342.0
2020-06-24,753.6307700289135,383.0
2020-06-25,779.3842417479545,432.0
2020-06-26,804.9336954743319,454.0
2020-06-27,830.2798403331142,482.0
2020-06-28,855.4234681610453,483.0
2020-06-29,880.3653615499093,505.0
2020-07-01,905.1063143324145,540.0
2020-07-02,929.6471420027294,570.0
2020-07-03,953.9886817164827,591.0
2020-07-04,978.1317922907645,626.0
2020-07-05,1002.0773411871937,659.0
2020-07-06,1025.8261435301022,661.0
2020-07-07,1049.3790700233449,667.0
2020-07-08,1072.7370168667662,700.0
2020-07-09,1095.9008964238155,722.0
2020-07-10,1118.8716372215467,746.0
2020-07-11,1141.6501839506186,774.0
2020-07-12,1164.2374808601767,786.0
2020-07-13,1186.6344159673527,788.0
2020-07-14,1208.8419308977466,794.0
2020-07-15,1230.8609850419891,828.0
2020-07-16,1252.6925484183262,836.0
2020-07-17,1274.3376016726181,855.0
2020-07-18,1295.7971360783413,855.0
2020-07-19,1317.0721448643785,870.0
2020-07-20,1338.163602722746,873.0
2020-07-22,1359.0725117363813,886.0
2020-07-23,1379.7998844616275,919.0
2020-07-24,1400.346741746337,955.0
2020-07-25,1420.714112729872,1001.0
2020-07-26,1440.9030348431036,1026.0
2020-07-27,1460.9145687905207,1037.0
2020-07-28,1480.7496677480408,1038.0
2020-07-29,1500.4094218582209,1066.0
2020-07-30,1519.8948776580492,1127.0
2020-07-31,1539.2070891028038,1168.0
2020-08-01,1558.347117244194,1219.0
2020-08-02,1577.3160299085039,1233.0
2020-08-03,1596.114886293362,1242.0
2020-08-04,1614.7447257359024,1264.0
2020-08-05,1633.2066182617923,1293.0
2020-08-06,1651.5016387837106,1392.0
2020-08-07,1669.6308655552773,1445.0
2020-08-08,1687.5953797685074,1477.0
2020-08-09,1705.3962651512688,1502.0
2020-08-10,1723.034607564735,1510.0
2020-08-11,1740.5114946008425,1515.0
2020-08-12,1757.8280151797442,1540.0
2020-08-13,1774.985259147267,1573.0
2020-08-14,1791.984316872365,1609.0
2020-08-15,1808.8262788445766,1649.0
2020-08-16,1825.512235130362,1664.0
2020-08-17,1842.0432744608652,1672.0
2020-08-19,1858.4204849131606,1709.0
2020-08-20,1874.6449531259552,1725.0
2020-08-21,1890.7177638119185,1745.0
