data,tendencia,confirmados
2020-04-08,1.0,1.0
2020-04-21,1.5461571570674264,3.0
2020-04-24,2.265083382242522,1.0
2020-04-26,3.2111578791157678,3.0
2020-04-29,4.456716608309558,4.0
2020-04-30,6.095742495591793,8.0
2020-05-01,8.252525193876288,9.0
2020-05-02,11.09134485767518,13.0
2020-05-03,14.827193276920703,14.0
2020-05-04,19.46870596108361,16.0
2020-05-07,22.06342822508309,18.0
2020-05-09,24.715238635841587,21.0
2020-05-10,27.42578935950049,22.0
2020-05-11,30.19638208694798,23.0
2020-05-12,33.028309684955175,24.0
2020-05-14,35.92286525832452,26.0
2020-05-16,38.881341885123426,34.0
2020-05-17,41.9050325838461,36.0
2020-05-19,44.99530098670681,37.0
2020-05-20,48.15358016667001,44.0
2020-05-21,51.381244100051426,48.0
2020-05-22,54.67969387331676,49.0
2020-05-23,58.05045654626023,52.0
2020-05-24,61.49500169410835,54.0
2020-05-25,65.01479258075696,55.0
2020-05-26,68.61142587638533,56.0
2020-05-28,72.28648760480374,56.0
2020-05-29,76.0415224092599,57.0
2020-05-30,79.87809471849471,68.0
2020-05-31,83.7979436136873,76.0
2020-06-04,87.80274683525496,114.0
2020-06-05,91.89415321004716,115.0
2020-06-09,96.07385514463428,116.0
2020-06-10,100.34371187896849,117.0
2020-06-11,104.70549116448602,120.0
2020-06-12,109.16094753409945,122.0
2020-06-13,113.71200834701871,124.0
2020-06-16,118.36037618744764,133.0
2020-06-17,123.10814479040218,137.0
2020-06-18,127.95713447182624,139.0
2020-06-19,132.90928189918785,140.0
2020-06-20,137.9666101968802,143.0
2020-06-21,143.13112902299707,163.0
2020-06-23,148.40489173292727,163.0
2020-06-27,153.78999537935456,165.0
2020-06-28,159.28855359092736,185.0
2020-06-30,164.90265098359492,188.0
2020-07-02,170.63444979408882,189.0
2020-07-03,176.48614948449705,190.0
2020-07-04,182.4599835805353,191.0
2020-07-05,188.5582137291988,193.0
2020-07-07,194.78308410180807,193.0
2020-07-08,201.13688505198462,195.0
2020-07-11,207.62194281553192,197.0
2020-07-12,214.24061166704908,200.0
2020-07-14,220.9952737402986,201.0
2020-07-17,227.88832814457703,201.0
2020-07-18,234.92219981035694,205.0
2020-07-19,242.09934448849666,207.0
2020-07-20,249.422244430293,209.0
2020-07-21,256.8934083874816,nan
2020-07-22,264.51498349762664,nan
2020-07-23,272.290500056612,nan
2020-07-24,280.221768356668,nan
2020-07-25,288.31145190270536,nan
2020-07-26,296.5622141996346,nan
2020-07-27,304.9767156723082,nan
2020-07-28,313.5576016687237,nan
2020-07-29,322.3075230734803,nan
2020-07-30,331.2291513246421,nan
2020-07-31,340.32519641956605,nan
2020-08-01,349.5983468689701,nan
2020-08-02,359.0513217205862,nan
2020-08-03,368.68685927972336,nan
2020-08-04,378.5076822289049,nan
2020-08-05,388.51654168579546,nan
2020-08-06,398.7161893124529,nan
2020-08-07,409.1093715373477,nan
