data,r0
2020-07-17,0.8224563704071465
2020-07-18,0.4954751629793024
2020-07-19,1.1078290024157427
2020-07-20,1.1169160026868727
2020-07-21,1.4751776569602133
2020-07-22,1.427535520822938
2020-07-23,1.4105942887038385
2020-07-24,1.684622357328204
2020-07-25,1.7155471317032431
2020-07-26,1.2155230643779285
2020-07-27,1.1643181334509334
2020-07-28,1.2325429800225651
2020-07-29,1.1977179553036834
2020-07-30,1.0153268385921737
2020-07-31,1.0695685095554566
2020-08-01,1.6960648065301671
2020-08-02,1.4884033022121224
2020-08-03,2.58603701256909
2020-08-04,2.880448273851423
2020-08-05,2.7816778342801105
2020-08-06,2.846607737673838
2020-08-07,2.516711223140638
2020-08-08,1.804632670787866
2020-08-09,1.5588245805902943
2020-08-10,1.4860849316780307
