data,r0
2020-05-26,2.1713025609391314
2020-05-27,1.7545468336165533
2020-05-28,1.4675815064805673
2020-05-29,0.8197263367366922
2020-05-30,4.1941857210023
2020-05-31,4.188091258137292
2020-06-01,4.757782274157792
2020-06-02,4.458796301304369
2020-06-03,3.617505151443327
2020-06-04,3.4402229991277062
2020-06-05,2.8985894903267746
2020-06-06,1.3963632171185327
2020-06-07,1.0366854867715933
2020-06-08,0.9250651642887396
2020-06-09,0.916751091952967
2020-06-10,0.9632985961508063
2020-06-11,0.7354751746423267
2020-06-12,0.6528663999463339
2020-06-13,0.6092850427721419
2020-06-14,0.6450730621207612
2020-06-15,0.45351757003090437
2020-06-16,0.4249934402671633
2020-06-17,0.5235274237574469
2020-06-18,0.6411743938464066
2020-06-19,0.7299928449266251
2020-06-20,1.004912232485524
2020-06-21,1.0269047430635438
2020-06-22,1.2523025794373712
2020-06-23,1.2069359992790094
2020-06-24,0.9571858628286487
2020-06-25,0.817174185851314
2020-06-26,0.9922343323373481
2020-06-27,0.8413429613264432
2020-06-28,0.8456306421654869
2020-06-29,0.7127415386408762
2020-06-30,0.8067736502137255
2020-07-01,1.0125313926403625
2020-07-02,1.2046368685159536
2020-07-03,1.0066258460248823
2020-07-04,1.0046146950482615
2020-07-05,0.9859858094915784
2020-07-06,1.0605528841596124
2020-07-07,0.8925636207223974
2020-07-08,0.7713790123040137
2020-07-09,0.6310153574533408
2020-07-10,0.8066734976145609
2020-07-11,0.8051020595726963
2020-07-12,0.8741676495780362
2020-07-13,0.7885057073509713
2020-07-14,0.8082344153244101
2020-07-15,0.7575021299161057
2020-07-16,0.9786978923712897
2020-07-17,0.9263753826201163
2020-07-18,0.8680292062419714
2020-07-19,0.9533660991328453
2020-07-20,1.0843282012175595
2020-07-21,1.3617338953818634
2020-07-22,2.176844693458539
2020-07-23,2.9402493681622355
2020-07-24,4.457313532548289
2020-07-25,4.218337883280551
2020-07-26,3.483564653841676
2020-07-27,2.723259264652323
2020-07-28,2.1334538868134594
2020-07-29,1.563108344933554
2020-07-30,1.0615623210534897
2020-07-31,0.47700925901082425
