data,r0
2020-07-03,4.492688460650631
2020-07-04,3.4630093598903087
2020-07-05,2.806731340675117
2020-07-06,2.0666198920104115
2020-07-07,1.92276148101001
2020-07-08,0.7011484067845334
2020-07-09,0.711383596851728
2020-07-10,0.6087301279515643
2020-07-11,0.6093739832934297
2020-07-12,0.5675392025781155
2020-07-13,0.842636789806566
2020-07-14,0.7682034951685266
2020-07-15,1.0540671979192855
2020-07-16,1.0712993696543216
2020-07-17,0.9474151630525859
2020-07-18,1.0223096336930972
2020-07-19,1.0885915826797468
2020-07-20,1.0110567297590063
2020-07-21,2.13258797695958
2020-07-22,3.0767227899846983
