data,r0
2020-07-18,5.578232273306898
2020-07-19,3.6262387485146643
2020-07-20,2.8431075274212234
2020-07-21,3.137888813762539
2020-07-22,2.226964084109481
2020-07-23,1.8720887774617654
2020-07-24,1.4835717225715028
2020-07-25,1.213782577322447
2020-07-26,1.1116869952163755
2020-07-27,1.085889997878278
2020-07-28,0.906081248717873
2020-07-29,0.8579550155454
2020-07-30,0.8752560555030826
2020-07-31,0.7780648706695398
2020-08-01,0.8317918925624362
2020-08-02,1.04727899785046
2020-08-03,0.9664943986313607
2020-08-04,0.692997088920196
2020-08-05,0.585721730547453
2020-08-06,0.7051720792845503
2020-08-07,0.6854775830207058
2020-08-08,0.6737849852496994
2020-08-09,0.44463380721471296
2020-08-10,0.44877129190691906
2020-08-11,0.5952028935950004
2020-08-12,1.0482022413536
2020-08-13,0.8499322286725235
2020-08-14,1.448549229730098
2020-08-15,1.5466840061555331
