data,tendencia,confirmados
2020-06-16,1.0,1.0
2020-06-21,2.581177294622508,8.0
2020-06-25,6.306969576692779,27.0
2020-06-27,15.083078253543714,32.0
2020-06-28,35.73082211816995,60.0
2020-07-01,84.17711309025985,60.0
2020-07-03,100.99561665683538,98.0
2020-07-06,114.01764248836639,116.0
2020-07-07,127.33423331155936,136.0
2020-07-09,140.9502910538072,141.0
2020-07-10,154.87024983224416,148.0
2020-07-11,169.09845009875045,nan
2020-07-12,183.63924537492355,nan
2020-07-13,198.49690078751235,nan
2020-07-14,213.67578728681733,nan
2020-07-15,229.1799162073095,nan
2020-07-16,245.0134242986478,nan
2020-07-17,261.18025179251447,nan
2020-07-18,277.6842752371798,nan
2020-07-19,294.5292428752492,nan
2020-07-20,311.71876496411414,nan
2020-07-21,329.2563353740486,nan
2020-07-22,347.1453055912418,nan
2020-07-23,365.38885201865315,nan
2020-07-24,383.99003033286544,nan
2020-07-25,402.9517305870621,nan
2020-07-26,422.2765935602351,nan
2020-07-27,441.9671252557622,nan
2020-07-28,462.02564667378084,nan
2020-07-29,482.4541936160628,nan
2020-07-30,503.2546308324521,nan
2020-07-31,524.4286163293928,nan
2020-08-01,545.9774903631812,nan
2020-08-02,567.9023848051852,nan
2020-08-03,590.2042075726705,nan
2020-08-04,612.8835240661288,nan
2020-08-05,635.9406341702293,nan
2020-08-06,659.3755964288945,nan
2020-08-07,683.1881246663972,nan
2020-08-08,707.3776055134717,nan
2020-08-09,731.9431637459325,nan
2020-08-10,756.8835828351022,nan
2020-08-11,782.1972644365144,nan
2020-08-12,807.8823265397646,nan
2020-08-13,833.936549530391,nan
2020-08-14,860.3572803416764,nan
2020-08-15,887.1415854080332,nan
2020-08-16,914.2861607580144,nan
2020-08-17,941.787297303141,nan
2020-08-18,969.6409349330561,nan
2020-08-19,997.8426424974081,nan
2020-08-20,1026.3876012836645,nan
2020-08-21,1055.270637747106,nan
2020-08-22,1084.4862030022769,nan
2020-08-23,1114.0283321472778,nan
2020-08-24,1143.890654978218,nan
2020-08-25,1174.06642928398,nan
2020-08-26,1204.548654331676,nan
2020-08-27,1235.3298927223,nan
2020-08-28,1266.4023228447818,nan
2020-08-29,1297.7577490304361,nan
2020-08-30,1329.3876800128946,nan
2020-08-31,1361.283273060521,nan
2020-09-01,1393.4353194885266,nan
2020-09-02,1425.8342671365087,nan
2020-09-03,1458.4702636504774,nan
2020-09-04,1491.3332024097385,nan
2020-09-05,1524.412636897635,nan
2020-09-06,1557.6978250666834,nan
2020-09-07,1591.177746826626,nan
2020-09-08,1624.841190547791,nan
2020-09-09,1658.6766813251306,nan
2020-09-10,1692.6725000561976,nan
2020-09-11,1726.8167059398236,nan
2020-09-12,1761.0971987086602,nan
2020-09-13,1795.5017285048812,nan
2020-09-14,1830.0178581679259,nan
2020-09-15,1864.6330042768002,nan
2020-09-16,1899.334464575219,nan
2020-09-17,1934.1094808264809,nan
2020-09-18,1968.9451912971754,nan
2020-09-19,2003.8286652878305,nan
2020-09-20,2038.7469250399943,nan
2020-09-21,2073.686992822626,nan
2020-09-22,2108.6358909452656,nan
2020-09-23,2143.5806501880816,nan
2020-09-24,2178.5083372137497,nan
2020-09-25,2213.406076693057,nan
2020-09-26,2248.2610750433537,nan
2020-09-27,2283.0606310403573,nan
2020-09-28,2317.792158458943,nan
2020-09-29,2352.443204163945,nan
2020-09-30,2387.0014502032836,nan
2020-10-01,2421.454749194972,nan
2020-10-02,2455.7911427194663,nan
2020-10-03,2489.998877048804,nan
2020-10-04,2524.0663962920057,nan
2020-10-05,2557.9823548282593,nan
2020-10-06,2591.735668913718,nan
2020-10-07,2625.315517251466,nan
2020-10-08,2658.7113506112128,nan
2020-10-09,2691.9128643810413,nan
2020-10-10,2724.910042111269,nan
2020-10-11,2757.6931655234143,nan
2020-10-12,2790.2528312769123,nan
2020-10-13,2822.5799530908253,nan
2020-10-14,2854.665760523636,nan
2020-10-15,2886.5018018595765,nan
2020-10-16,2918.0799669324206,nan
2020-10-17,2949.392475644532,nan
2020-10-18,2980.4318885050757,nan
2020-10-19,3011.1911146781467,nan
2020-10-20,3041.6634004688067,nan
2020-10-21,3071.842343179181,nan
2020-10-22,3101.721890516231,nan
2020-10-23,3131.2963279127257,nan
2020-10-24,3160.560296328119,nan
2020-10-25,3189.5087756065295,nan
2020-10-26,3218.1370839962833,nan
2020-10-27,3246.4408942404575,nan
2020-10-28,3274.4162176620275,nan
2020-10-29,3302.0593697904173,nan
2020-10-30,3329.367016895151,nan
2020-10-31,3356.3361626215747,nan
2020-11-01,3382.9640951300994,nan
2020-11-02,3409.2484250518974,nan
2020-11-03,3435.187096878545,nan
2020-11-04,3460.7783365399378,nan
2020-11-05,3486.020632037246,nan
2020-11-06,3510.912803270901,nan
2020-11-07,3535.4539555433867,nan
2020-11-08,3559.6434010020525,nan
2020-11-09,3583.480760186035,nan
2020-11-10,3606.9659363557485,nan
2020-11-11,3630.0990100322215,nan
2020-11-12,3652.8803171681125,nan
2020-11-13,3675.3104754202536,nan
2020-11-14,3697.3903379276016,nan
2020-11-15,3719.120857693551,nan
2020-11-16,3740.5032547315463,nan
2020-11-17,3761.538990161671,nan
2020-11-18,3782.229699928404,nan
2020-11-19,3802.577100736793,nan
2020-11-20,3822.583165519181,nan
2020-11-21,3842.2500648201562,nan
2020-11-22,3861.580069166677,nan
2020-11-23,3880.575546612738,nan
2020-11-24,3899.2390828030243,nan
2020-11-25,3917.573456361725,nan
2020-11-26,3935.581342126161,nan
2020-11-27,3953.2657307412974,nan
